kingdom,superclass,class,subclass,direct_parent,reasoning,confidence,substance_name,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens
Organic compounds,Organometallic compounds,Organometalloid compounds,Organoarsenic compounds,Organoarsenic compounds,"Merbromin (mercurochrome) is an organomercury compound containing a mercury atom bonded to a fluorescein-derived organic scaffold, along with bromine substituents. However, in ChemOnt 2.1 the most fitting available label for organomercury compounds under organometallics maps to organometalloid/organoarsenic area; more precisely it is an organotransition metal compound, but mercury compounds are classified under organometalloid or organometallic categories. Given the available labels, the best fit is under Organometallic compounds as an organotransition metal compound since mercury is a transition metal.",low,Merbromin,308,0,16760,228
Organic compounds,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidines,Pyrrolidines,"This substance is a pyrrolidine ring system bearing two tert-butyl ester (Boc-protected) carboxylate groups and a vinylogous amide (enaminone) substituent. The core heterocyclic ring is a pyrrolidine, making Pyrrolidines the most specific applicable ChemOnt class.",medium,"di-tert-butyl (2S,3E)-3-[(dimethylamino)methylene]-4-oxopyrrolidine-1,2-dicarboxylate",348,0,16760,146
Organic compounds,Hydrocarbons,Saturated hydrocarbons,Cycloalkanes,Cycloalkanes,Cyclopentane is a simple cyclic saturated hydrocarbon (cycloalkane) consisting of a five-membered carbon ring with no substituents or unsaturation. It fits squarely within the saturated hydrocarbons class as a cycloalkane.,high,Cyclopentane,309,0,16760,128
Organic compounds,Organophosphorus compounds,Organic phosphonic acids and derivatives,Organic phosphonic acids and derivatives,Organic metal salts,"Sodium phenylphosphinate is the sodium salt of phenylphosphinic acid (PhP(O)(OH)H), placing it among organophosphorus compounds. As the sodium salt of an organic phosphinic acid, it is best classified as an organic metal salt (specifically an organic alkali metal salt).",medium,sodium phenylphosphinate,310,0,16760,157
Organic compounds,Organohalogen compounds,Organochlorides,Trihalomethanes,Trihalomethanes,"Chloroform (CHCl3) is an organic compound containing three chlorine atoms attached to a single carbon, classifying it as a trihalomethane and an organochloride.",high,Chloroform,308,0,16760,111
Inorganic compounds,Mixed metal/non-metal compounds,Transition metal oxoanionic compounds,Transition metal chromates,Transition metal chromates,"Lead chromate (PbCrO4) is an inorganic salt composed of a lead cation (Pb2+) and a chromate anion (CrO4^2-). Lead is a post-transition metal, but chromate is the defining oxoanion, and the compound is best classified under transition metal chromates as chromate salts.",medium,Lead chromate,307,0,16760,152
Organic compounds,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides,"Trans-dichloroethylene (trans-1,2-dichloroethylene) is an organic compound with two chlorine atoms attached to a vinyl (ethylene) carbon framework, classifying it as a vinyl halide and specifically a vinyl chloride derivative.",high,trans-dichloroethylene,311,0,16760,120
Organic compounds,Organic nitrogen compounds,Lactams,NA,Lactams,"Both components in the mixture contain a cyclic amide (lactam) moiety within the spiro ring system (diazadispiro henicosane with an oxo group forming a lactam), along with ester linkages from the propionate fatty chains. The lactam structural feature is the most defining chemical class present in these molecules.",low,"A mixture of: dodecyl 3-(2,2,4,4-tetramethyl-21-oxo-7-oxa-3,20-diazadispiro(5.1.11.2)henicosan-20-yl)propionate; tetradecyl 3-(2,2,4,4-tetramethyl-21-oxo-7-oxa-3,20-diazadispiro(5.1.11.2)henicosan-20-yl)propionate",426,0,16760,150
Inorganic compounds,Inorganic salts,Transition metal salts,Transition metal sulfates,Transition metal sulfates,"Iron sulphate (FeSO4 or Fe2(SO4)3) is an inorganic salt formed from iron (a transition metal) and sulfate anion, classifying it as a transition metal sulfate within the inorganic salts hierarchy.",high,Iron sulphate,308,0,16760,126
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols,Cresols,"Thymol (2-isopropyl-5-methylphenol) is a monohydroxybenzene with both a methyl and an isopropyl substituent on the ring, making it a substituted cresol (methylphenol derivative). It falls under the aromatic monoterpenoids/cresol category within phenols.",high,Thymol,308,0,16760,144
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols,Phenols,"2,4-bis(dodecylthiomethyl)-6-methylphenol is an organic compound with a benzene ring bearing a hydroxyl group (phenol), two dodecylthiomethyl substituents at positions 2 and 4, and a methyl group at position 6. The defining structural feature is the phenolic hydroxyl group on the benzene ring.",high,"2,4-bis(dodecylthiomethyl)-6-methylphenol",325,0,16760,166
Organic compounds,Organophosphorus compounds,Organic thiophosphoric acids and derivatives,Organic thiophosphoric acids and derivatives,Thiophosphate diesters,"Demeton-S-methyl is an organophosphorus insecticide with the structure S-[2-(ethylthio)ethyl] O,O-dimethyl phosphorothioate, containing a phosphorothioate ester group (P=O with one sulfur in the ester linkage), classifying it as a thiophosphate diester. It belongs to the organothiophosphorus class within organophosphorus compounds.",high,Demeton-S-methyl,312,0,16760,166
Organic compounds,Organoheterocyclic compounds,Triazines,NA,"1,3,5-triazine-2,4-diamines","Benzoguanamine (6-phenyl-1,3,5-triazine-2,4-diamine) is a 1,3,5-triazine bearing two amino groups at positions 2 and 4 and a phenyl substituent at position 6, making it a 1,3,5-triazine-2,4-diamine. It belongs to the organoheterocyclic triazine family.",high,"6-phenyl-1,3,5-triazine-2,4-diyldiamine; 6-phenyl-1,3,5-triazine-2,4-diamine; benzoguanamine",356,0,16760,164
Organic compounds,Organoheterocyclic compounds,Dioxolanes,"1,3-dioxolanes","1,3-dioxolanes","The substance is a mixture of cis and trans isomers of a 1,3-dioxolane ring fused with a tetrahydronaphthalene (tetralin) substituent. The defining structural feature is the five-membered 1,3-dioxolane ring (a cyclic acetal/ketal), placing it in the 1,3-dioxolanes class.",high,"A mixture of: trans-2,4-dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-naphthalene-2-yl)-1,3-dioxolane; cis-2,4-dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-naphthalene-2-yl)-1,3-dioxolane",422,0,16760,182
Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,NA,Pyridines and derivatives,"The compound is an organic molecule featuring a pyridine ring substituted with a nitro-containing aryl group bearing isopropoxy and methyl substituents. The pyridine ring is the most defining heterocyclic feature, placing it in the pyridines and derivatives class.",high,4-(2-methyl-4-nitro-5-propan-2-yloxyphenyl)pyridine,332,0,16760,115
Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,"Pyridine-2,3-dicarboxylic acid (quinolinic acid) is an organic heterocyclic compound containing a pyridine ring with two carboxylic acid substituents at positions 2 and 3, placing it in the pyridinecarboxylic acids category.",high,"Pyridine-2,3-dicarboxylic acid",319,0,16760,148
Organic compounds,Alkaloids and derivatives,Morphinans,Morphinans,Morphinans,"Morphine tartrate is a salt of morphine, which is a classic morphinan alkaloid derived from the opium poppy. As a tartrate salt of morphine, it retains the morphinan scaffold as its defining structural feature.",high,Morphine tartrate,309,0,16760,115
Organic compounds,Organoheterocyclic compounds,Furans,Furans,Furans,"Furfural (furan-2-carbaldehyde) is a furan ring bearing an aldehyde substituent at the 2-position, making it a member of the furans class within organoheterocyclic compounds. It is an organic compound based on a five-membered oxygen-containing aromatic heterocycle.",high,Furfural,308,0,16760,136
Organic compounds,Organohalogen compounds,Organofluorides,Fluorotelomer alcohols,Fluorotelomer alcohols,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol is a fluorotelomer alcohol (FTOH) consisting of a perfluorinated carbon chain with a terminal hydroxymethyl group, classifying it as an organofluoride and specifically a fluorotelomer alcohol.",high,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol",340,0,16760,145
Organic compounds,Organosulfur compounds,Organic sulfonic acids and derivatives,Organosulfonamides,Organosulfonamides,"This large azo dye molecule contains multiple sulfonamide (-SO2NH-) linkages connecting aromatic rings, pyrazole, and pyrimidine moieties, along with azo groups and sulfonate salt groups. The predominant and structurally defining functional groups are the sulfonamide bridges, classifying it as an organosulfonamide within the organic sulfonic acids and derivatives class.",medium,"Disodium 3,3'-[iminobis[sulfonyl-4,1-phenylene-(5-hydroxy-3-methylpyrazole-1,4-diyl)azo-4,1-phenylenesulfonylimino-(4-amino-6-hydroxypyrimidine-2,5-diyl)azo-4,1-phenylenesulfonylimino(4-amino-6-hydroxypyrimidine-2,5-diyl)azo]bis(benzenesulfonate)]",433,0,16760,179
Inorganic compounds,Inorganic salts,Non-metal oxoanionic compounds,Non-metal peroxodisulfates,Non-metal peroxodisulfates,"Ammonium persulfate ((NH4)2S2O8) is an inorganic salt composed of ammonium cations and the peroxodisulfate anion (S2O8^2-), which is a non-metal oxoanion. It fits under inorganic salts with a non-metal oxoanionic classification.",high,ammonium persulfate,310,0,16760,158
Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles,"The substance contains a pyrazole ring (1-methyl-3-(trifluoromethyl)pyrazol-4-yl) as the dominant heterocyclic feature, with a difluoromethoxy substituent and a methylsulfonyl linker to an isoxazoline ring. The pyrazole ring system makes Pyrazoles the most appropriate direct parent classification in ChemOnt.",medium,"3-[5-(difluoromethoxy)-1-methyl-3-(trifluoromethyl)pyrazol-4-ylmethylsulfonyl]-4,5-dihydro-5,5-dimethyl-1,2-oxazole",369,0,16760,174
Inorganic compounds,Inorganic salts,Alkali metal salts,Alkali metal nitrides,Alkali metal nitrides,"Sodium azide (NaN3) is an inorganic salt composed of a sodium cation and an azide anion (N3-). It is classified as an alkali metal salt, and more specifically as an alkali metal nitride-type compound (azide being a nitrogen-based anion).",medium,sodium azide,307,0,16760,126
Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,NA,Homogeneous other non-metal compounds,"Hydroxylamine (NH2OH) is an inorganic compound consisting only of nitrogen, oxygen, and hydrogen — non-metallic elements — with no carbon skeleton, placing it among homogeneous non-metal compounds. There is no more specific ChemOnt label that exactly matches hydroxylamine within the provided taxonomy.",medium,hydroxylamine …% [≤ 55 % in aqueous solution],322,0,16760,142
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Epoxides,"This substance is a glycidyl ether of oleyl alcohol ((Z)-octadec-9-en-1-ol), featuring an oxirane (epoxide) ring connected via an oxygen-methylene linker to a long-chain unsaturated alkyl chain. The most specific structural feature is the epoxide ring, making 'Epoxides' the direct parent.",medium,(Z)-[(octadec-9-enyloxy)methyl]oxirane,323,0,16760,168
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,"Glutaric acid (HOOC-(CH2)3-COOH) is a five-carbon aliphatic dicarboxylic acid, containing two carboxylic acid groups separated by a propylene chain. It belongs to the dicarboxylic acids and derivatives subclass within carboxylic acids.",high,Glutaric acid,309,0,16760,147
Organic compounds,Organosulfur compounds,Sulfonyls,Sulfonyl halides,Sulfonyl chlorides,"Dimethylsulfamoyl chloride is (CH3)2N-SO2-Cl, a sulfonyl chloride where the sulfur is bonded to a chlorine and a dimethylamino group. It contains the SO2-Cl functional group characteristic of sulfonyl chlorides.",high,dimethylsulfamoylchloride,315,0,16760,154
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aminals,"1,1-dimethoxytrimethylamine (also known as trimethyl orthoformate aminol or N,N-dimethylformamide dimethyl acetal) has the structure (CH3O)2CH-N(CH3)2, featuring a carbon bearing both two alkoxy groups and a nitrogen, which is characteristic of an aminal (a carbon bonded to both an oxygen and a nitrogen, specifically an orthoamide/aminal structure). It fits best as an aminal within organonitrogen compounds.",medium,"1,1-dimethoxytrimethylamine",316,0,16760,197
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,"Butanone (ethyl methyl ketone, CH3COCH2CH3) is a simple aliphatic ketone with a carbonyl group flanked by two carbon substituents, placing it squarely in the ketone category within organic oxygen compounds.",high,butanone; ethyl methyl ketone,314,0,16760,108
Organic compounds,Organosulfur compounds,Sulfonyls,Sulfonylureas,Sulfonylureas,"Bupirimate is a pyrimidine fungicide containing a sulfonamide/sulfonylurea-like moiety with the structure 5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl dimethylsulfamate; however, it contains a sulfonate/sulfamate group on a pyrimidine ring. More precisely, bupirimate is a dimethylsulfamate ester of a hydroxypyrimidine, classifiable under sulfonyls/sulfonylurea-related organosulfur compounds. The defining feature is the sulfonamide (dimethylaminosulfonyl) group attached to a pyrimidine, best fitting Sulfonylureas at the direct parent level.",low,Bupirimate,309,0,16760,226
Organic compounds,Organometallic compounds,Organosilicon compounds,Trialkoxysilanes,Trialkoxysilanes,"N-[3-(triethoxysilyl)propyl]ethylenediamine contains a silicon atom bonded to three ethoxy groups (triethoxysilyl group) and a propyl chain with an ethylenediamine moiety, making it an organosilicon compound classified as a trialkoxysilane. The silicon center with three -OEt groups is the defining structural feature.",high,N-[3-(triethoxysilyl)propyl]ethylenediamine,324,0,16760,178
Organic compounds,Benzenoids,Naphthalenes,NA,Naphthalenecarboxamides,"This substance is a naphthamide (naphthalene carboxamide) featuring a hydroxyl group on the naphthalene ring, a carbamate (urethane) substituent, and a phenoxypropyl chain bearing two tert-amyl groups. The core functional group defining the direct parent is the naphthalenecarboxamide moiety.",medium,"N-[3-(2,4-di-(1,1-dimethyl-propyl)phenoxy)-propyl]-1-hydroxy-5-(2-methylpropyl-oxycarbonylamino)-naphthamide",357,0,16760,167
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,"Methyl ethyl ketone (butan-2-one) is a simple aliphatic ketone with the structure CH3-CO-CH2CH3, containing a carbonyl group flanked by carbon substituents, which classifies it as a ketone within the organooxygen/carbonyl compound hierarchy.",high,methyl ethyl ketone (butan-2-one),317,0,16760,119
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Trialkylamines,"3-aminopropyldimethylamine (N,N-dimethyl-1,3-propanediamine) contains a tertiary dimethylamino group and a primary amino group; the most specific classification focuses on the tertiary amine moiety (dimethylamino), making it a trialkylamine, while the primary amine end is also present but the direct parent reflects the most substituted nitrogen.",medium,3-aminopropyldimethylamine,315,0,16760,158
Organic compounds,Organic oxygen compounds,Oxacyclic compounds,Oligosaccharides,Oligosaccharides,"Cyclohexapentylose (alpha-dextrin) is alpha-cyclodextrin, a cyclic oligosaccharide composed of six glucose units linked by alpha-1,4-glycosidic bonds, making it a carbohydrate/oligosaccharide. It is an organic oxygen-containing cyclic compound best classified as an oligosaccharide.",high,cyclohexapentylose (α-dextrin),317,0,16760,152
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid esters,Enol esters,"Vinyl acetate (acetic acid, vinyl ester) is an ester formed from acetic acid and vinyl alcohol, where the ester oxygen is attached to a vinyl (alkenyl) group, making it an enol ester. It falls under carboxylic acid esters within the organic acids and derivatives superclass.",high,"acetic acid, vinyl ester",311,0,16760,130
Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,Triazoles,"Triadimenol is a triazole fungicide containing a 1,2,4-triazole ring system attached to a chlorophenyl group and a tert-butyl group with hydroxyl and ether functionalities. The defining structural feature is the triazole ring, making it a triazole compound within organoheterocyclic compounds.",high,Triadimenol,310,0,16760,144
NA,NA,NA,NA,NA,JSON parse error: Expecting value: line 1 column 1 (char 0),low,DADHP,308,0,16760,300
Organic compounds,Benzenoids,Benzene and substituted derivatives,Sulfones,Sulfones,"1-chloro-4-(methylsulfonyl)benzene is a benzene ring substituted with a chlorine atom and a methylsulfonyl (CH3SO2-) group, making it both an aryl chloride and a sulfone. The sulfonyl group (R-SO2-R') is the most specific functional group here, classifying it as a sulfone.",high,1-chloro-4-(methylsulphonyl)benzene,320,0,16760,165
Organic compounds,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,Dialkyldisulfides,"Dimethyl disulfide (CH3-S-S-CH3) is an organic compound consisting of two methyl groups connected by a disulfide (S-S) bond, making it a dialkyl disulfide. It belongs to the organosulfur superclass and the organic disulfides class.",high,Dimethyl disulphide,312,0,16760,140
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Aminoglycosides,Aminoglycosides,"Amikacin is a semi-synthetic aminoglycoside antibiotic derived from kanamycin A, consisting of a 2-deoxystreptamine core linked to amino sugars via glycosidic bonds, with multiple amino and hydroxyl groups characteristic of aminoglycosides.",high,Amikacin,309,0,16760,134
Inorganic compounds,Inorganic salts,Alkali metal salts,Alkali metal sulfates,Alkali metal sulfates,"Potassium hydrogensulphate (KHSO4) is an inorganic salt formed from potassium (an alkali metal) and the bisulfate anion (HSO4-), placing it within alkali metal sulfates. It is a monopotassium salt of sulfuric acid.",high,potassium hydrogensulphate,313,0,16760,141
Inorganic compounds,Inorganic salts,Non-metal oxoanionic compounds,Non-metal sulfites,Non-metal sulfites,"Sodium bisulfite (NaHSO3) is an inorganic salt formed from sodium and the bisulfite (hydrogen sulfite) anion, which is a sulfite-based oxoanion of a non-metal (sulfur). It fits within the non-metal oxoanionic compounds class and non-metal sulfites subclass.",high,sodium bisulfite,308,0,16760,148
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylamines,"Tridecanamine, N-tridecyl- is a secondary amine consisting of two tridecyl (C13) alkyl chains attached to a nitrogen atom, making it a dialkylamine. The 'branched and linear' designation indicates it is a mixture/UVCB substance, but the core chemical class remains a dialkylamines.",high,"Tridecanamine, N-tridecyl-, branched and linear",321,0,16760,143
Organic compounds,Organosulfur compounds,Organic sulfonic acids and derivatives,Sulfonic acids and derivatives,Piperazines,"4-(2-hydroxyethyl)-1-piperazinepropanesulphonic acid (HEPPS) is a zwitterionic buffer containing a piperazine ring with a hydroxyethyl substituent and a propanesulfonic acid chain. The core heterocyclic ring is a piperazine, but the defining functional group is the sulfonic acid moiety, making it an organic sulfonic acid derivative; however, the most specific direct parent in the available taxonomy that captures the piperazine scaffold is Piperazines.",medium,4-(2-hydroxyethyl)-1-piperazinepropanesulphonic acid,326,0,16760,180
Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,Vitamin D and derivatives,"Cholecalciferol (Vitamin D3) is a secosteroid derived from cholesterol via photolytic ring opening of the B ring, classifying it as a lipid/steroid derivative and specifically a Vitamin D compound.",high,Cholecalciferol,311,0,16760,124
Inorganic compounds,Inorganic salts,Transition metal salts,NA,Transition metal pyrophosphates,"Ferric pyrophosphate is an inorganic salt formed from iron(III) (a transition metal) and pyrophosphate anions, making it a transition metal pyrophosphate. It fits within the inorganic salts superclass as a transition metal salt.",high,Ferric pyrophosphate,311,16760,0,114
Organic compounds,Organoheterocyclic compounds,Heteroaromatic compounds,NA,Thiazoles,"The compound contains a 1,3-thiazole ring as its core heterocyclic scaffold, with a carboxylate ester substituent at position 5 and a methyl group at position 4, along with an aryl substituent bearing an aldehyde and isobutoxy group. The thiazole ring is the most specific and defining structural feature placing it in the heteroaromatic thiazole class.",high,"ethyl 2-[3-formyl-4-(2-methylpropoxy)phenyl]-4-methyl-1,3-thiazole-5-carboxylate",346,0,16760,175
NA,NA,NA,NA,NA,JSON parse error: Expecting value: line 1 column 1 (char 0),low,Tritosulfuron,310,0,16760,278
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid esters,Acrylic acid esters,"Tetramethylene dimethacrylate is the 1,4-butanediol diester of methacrylic acid (2-methylacrylic acid), making it a diester of an alpha,beta-unsaturated carboxylic acid (acrylic acid derivative). The most specific applicable label is 'Acrylic acid esters' as methacrylate esters fall under this category.",high,Tetramethylene dimethacrylate,315,0,16760,185
Organic compounds,Organosulfur compounds,Thiazolidines,NA,Thiazolidinethiones,"5-chloro-2-methyl-2H-isothiazol-3-one is an isothiazolone heterocycle containing a sulfur and nitrogen in a 5-membered ring with a carbonyl (lactam/thiolactone character) and a chloro substituent. The closest matching direct parent in the ChemOnt taxonomy for this isothiazolinone scaffold is Thiazolidinethiones, as the ring contains both sulfur and nitrogen with a thio/keto group, though isothiazolones are not perfectly represented; this is the best available match.",low,5-chloro-2-methyl-2H-isothiazol-3-one,326,0,16760,191
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Lactones,Delta valerolactones,"6-butyltetrahydro-2H-pyran-2-one is a six-membered cyclic ester (lactone) formed from a hydroxy acid, making it a delta valerolactone (delta-lactone). The tetrahydropyran-2-one ring system with a butyl substituent fits this classification.",high,6-butyltetrahydro-2H-pyran-2-one,322,0,16760,133
Organic compounds,Organoheterocyclic compounds,Azoles,NA,Imidazolines,"2-ethyl-2,3-dihydro-2-methyl-1H-perimidine is a partially saturated bicyclic compound containing a fused naphthalene-imidazoline system. The core heterocyclic ring is a 2,3-dihydro-1H-imidazole (imidazoline), making 'Imidazolines' the most specific applicable direct parent in the ChemOnt taxonomy.",medium,"2-ethyl-2,3-dihydro-2-methyl-1H-perimidine",329,0,16760,184
Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Gallic acids,Gallic acid and derivatives,"Propyl 3,4,5-trihydroxybenzoate is an ester of gallic acid (3,4,5-trihydroxybenzoic acid) with propanol, making it a gallic acid derivative (specifically propyl gallate). Gallic acid belongs to the phenylpropanoids/polyketides superclass.",high,"propyl 3,4,5-trihydroxybenzoate",320,0,16760,152
Inorganic compounds,Mixed metal/non-metal compounds,Transition metal salts,Transition metal sulfides,Transition metal sulfides,"Trinickel disulfide (Ni3S2) is an inorganic compound composed of nickel (a transition metal) and sulfur, classifying it as a transition metal sulfide. It is a mixed metal/non-metal compound within the inorganic compounds kingdom.",high,trinickel disulfide; nickel subsulfide,316,0,16760,131
Organic compounds,Organosulfur compounds,Organic sulfuric acids and derivatives,Sulfuric acid esters,Quaternary ammonium salts,"Trimethyloctylammonium methyl sulphate is a quaternary ammonium salt where the cation is trimethyloctylammonium and the anion is methyl sulfate; the most specific direct parent capturing the quaternary ammonium nature is Quaternary ammonium salts, while the sulfate ester component places it under organic sulfuric acids and derivatives.",medium,Trimethyloctylammonium methyl sulphate,318,0,16760,149
Organic compounds,Hydrocarbon derivatives,Organonitrogen compounds,Oximes,Aldoximes,"Butyraldehyde oxime is the oxime derivative of butyraldehyde (an aldehyde), formed by reaction with hydroxylamine, giving an aldoxime (R-CH=N-OH). It is an organic nitrogen compound classified as an aldoxime.",high,butyraldehyde oxime,311,0,16760,112
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,"Citric acid (2-hydroxypropane-1,2,3-tricarboxylic acid) contains three carboxylic acid groups and one hydroxyl group, making it a tricarboxylic acid. The anhydrous qualifier simply indicates the absence of water of crystallization, not a different chemical entity.",high,citric acid (anhydrous),311,0,16760,147
Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Chalcones and dihydrochalcones,Benzophenones,"Oxybenzone (2-hydroxy-4-methoxybenzophenone) is a benzophenone derivative with a hydroxyl and methoxy substituted aromatic system. It is classified under benzophenones, which are diaryl ketones, fitting within the phenylpropanoids/polyketides branch as a flavonoid-related compound (benzophenone scaffold is closely related to chalcones/flavonoids).",medium,Oxybenzone,309,0,16760,163
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,"Pentan-3-one (diethyl ketone) is a simple aliphatic ketone with the structure CH3CH2-CO-CH2CH3, containing a carbonyl group flanked by two carbon chains. It is classified as a ketone within the carbonyl compounds subclass of organooxygen compounds.",high,Pentan-3-one,311,0,16760,133
Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines,"4-isopropylaniline is a benzene ring bearing an amino group (aniline) and an isopropyl substituent at the para position, making it a substituted aniline within the benzenoid class.",high,4-isopropylaniline,312,0,16760,115
Organic compounds,Organoheterocyclic compounds,Benzoxazines,NA,Benzoxazines,"The substance contains a 1,4-benzoxazine ring system (a benzene fused with an oxazine containing both O and N), specifically a 3-methyl-2,3-dihydro-1,4-benzoxazine, with a dichloroacetyl group on the nitrogen. The core heterocyclic structure is a benzoxazine, which is the most specific applicable ChemOnt class.",high,"(RS)-2,2-dichloro-1-(3-methyl-2,3-dihydro-4H-1,4-benzoxazin-4-yl)ethanone",349,0,16760,176
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,"Heptanoic acid (enanthic acid) is a 7-carbon straight-chain saturated fatty acid, which classifies it as a medium-chain fatty acid within the fatty acids and conjugates subclass of fatty acyls.",high,heptanoic acid,309,0,16760,124
Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoids and polyketides,NA,Pyrethroids,"Cypermethrin is a synthetic pyrethroid insecticide, being an alpha-cyano-3-phenoxybenzyl ester of a cyclopropane carboxylic acid derivative, which classifies it as a pyrethroid. Pyrethroids fall under the phenylpropanoid/lipid-related classes in ChemOnt taxonomy.",high,"cypermethrin (ISO); α-cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate; cypermethrin cis/trans +/- 40/60",368,0,16760,143
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Nitriles,Nitriles,"2-cyclohexylidene-2-phenylacetonitrile contains a nitrile (CN) group attached to a carbon bearing both a phenyl group and a cyclohexylidene (exocyclic alkene) substituent. The defining functional group is the nitrile, classifying it under organonitrogen compounds > nitriles.",high,2-cyclohexylidene-2-phenylacetonitrile,322,0,16760,161
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Tertiary alcohols,"2-Methoxypropan-2-ol is an organic compound containing a tertiary alcohol group (the hydroxyl is attached to a carbon bearing three other carbon substituents) and an ether linkage (methoxy group). As the most specific classification, the tertiary alcohol functional group defines the direct parent.",high,2-Methoxypropan-2-ol,316,0,16760,133
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols,Cumenes,4-cumylphenol (4-(2-phenylpropan-2-yl)phenol) is a benzene derivative bearing both a hydroxyl group (making it a phenol) and a cumyl substituent (isopropylbenzene moiety). The cumyl group classifies it under cumenes as the most specific direct parent.,medium,4-cumylphenol,311,0,16760,129
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols,Xylenols,"2,3-xylenol is a dimethylphenol (xylenol) with methyl groups at the 2 and 3 positions of the benzene ring, making it a phenol and specifically a xylenol. It fits directly under the Xylenols direct parent category.",high,"2,3-xylenol",312,0,16760,134
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid salts,Organic transition metal salts,"Chromium acetate is a salt formed between chromium (a transition metal) and acetic acid (a carboxylic acid), making it an organic transition metal salt. The acetate anion is a carboxylate, placing it within carboxylic acid salts under organic acids and derivatives.",high,Chromium acetate,309,0,16760,155
Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,p-Phthalate esters,"Diethyl phthalate is the diethyl ester of phthalic acid (benzene-1,2-dicarboxylic acid), making it a phthalate ester. However, phthalic acid is the ortho isomer; the ChemOnt list contains 'p-Phthalate esters' but not 'o-Phthalate esters' explicitly, yet 'p-Phthalate esters' is the closest available label for phthalate esters in the taxonomy. It falls under benzoic acids and derivatives as a dicarboxylic acid diester of benzene.",medium,Diethyl phthalate,312,0,16760,208
Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,"Methyl non-2-enoate is the methyl ester of non-2-enoic acid (a 9-carbon unsaturated fatty acid with a double bond at position 2), making it a fatty acid methyl ester within the fatty acyls class. It fits the lipids/fatty acyls hierarchy as an enoate ester derived from a medium-chain unsaturated fatty acid.",high,Methyl non-2-enoate,314,0,16760,182
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Acyl halides,Acyl chlorides,"Propionyl chloride (CH3CH2COCl) is a three-carbon acyl chloride formed by replacing the hydroxyl group of propionic acid with a chlorine atom, making it an acyl halide and specifically an acyl chloride.",high,propionyl chloride,309,0,16760,114
